id,Revenue,1,2,3,4,5,6,7,8,9
ORDX2850,1383,Bhuna - Chicken,Chicken Tikka Balti, ,Curry,Lamb Biryani,Vindaloo - Prawn,,,
ORDX2851,579,Chicken Tikka Balti,Vindaloo - Prawn,,,,,,,
ORDX2852,863,Bhuna - Chicken,Chicken Tikka Balti,Special Fried Rice,Lamb Biryani,,,,,
ORDX2853,745,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Special Fried Rice,Korma - Lamb,,,
ORDX2854,1212,Bhuna - Chicken,Chicken Tikka Balti,Curry,Lamb Biryani,,,,,
ORDX2855,930,Plain Rice,Bhuna - Chicken, ,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,,,
ORDX2856,860,Special Fried Rice,Curry,,,,,,,
ORDX2857,342,Bhuna - Chicken, ,Special Fried Rice,Lamb Biryani,Korma - Lamb,,,,
ORDX2858,818,Bhuna - Chicken, ,,,,,,,
ORDX2859,1199,Plain Rice,Bhuna - Chicken, ,Special Fried Rice,Korma - Lamb,,,,
ORDX2860,1394,Bhuna - Chicken, ,House white wine 75cl,Special Fried Rice,Lamb Biryani,,,,
ORDX2861,798,Plain Rice,Chicken Tikka Balti, ,House white wine 75cl,,,,,
ORDX2862,1003, ,Special Fried Rice,Curry,Lamb Biryani,,,,,
ORDX2863,966,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,
ORDX2864,664,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,
ORDX2865,636,Chicken Tikka Balti,Vindaloo - Prawn,,,,,,,
ORDX2866,522,Plain Rice,Chicken Tikka Balti,House white wine 75cl,Curry,Lamb Biryani,,,,
ORDX2867,451,Plain Rice, ,House white wine 75cl,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,,,
ORDX2868,646,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,,,
ORDX2869,547,Plain Rice,Chicken Tikka Balti, ,Special Fried Rice,Vindaloo - Prawn,Korma - Lamb,,,
ORDX2870,459,Bhuna - Chicken,Chicken Tikka Balti,,,,,,,
ORDX2871,1107, ,Special Fried Rice,Curry,Lamb Biryani,Korma - Lamb,,,,
ORDX2872,536,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Special Fried Rice,Lamb Biryani,Korma - Lamb,,
ORDX2873,1190,Plain Rice, ,Special Fried Rice,Lamb Biryani,,,,,
ORDX2874,500,Plain Rice,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,
ORDX2875,815,Bhuna - Chicken, ,House white wine 75cl,Curry,Lamb Biryani,Vindaloo - Prawn,,,
ORDX2876,423,Plain Rice,Bhuna - Chicken, ,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX2877,339,Chicken Tikka Balti, ,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX2878,1201, ,House white wine 75cl,Lamb Biryani,Korma - Lamb,,,,,
ORDX2879,813,Chicken Tikka Balti,House white wine 75cl,,,,,,,
ORDX2880,1270,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,
ORDX2881,345,Chicken Tikka Balti,House white wine 75cl,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,
ORDX2882,607, ,Special Fried Rice,,,,,,,
ORDX2883,900, ,Curry,Korma - Lamb,,,,,,
ORDX2884,1223,Bhuna - Chicken,Special Fried Rice,Lamb Biryani,Korma - Lamb,,,,,
ORDX2885,1244,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Lamb Biryani,Korma - Lamb,,
ORDX2886,610,Chicken Tikka Balti, ,Special Fried Rice,Curry,Vindaloo - Prawn,Korma - Lamb,,,
ORDX2887,516,Bhuna - Chicken,Korma - Lamb,,,,,,,
ORDX2888,1178,Chicken Tikka Balti, ,House white wine 75cl,Curry,Lamb Biryani,Korma - Lamb,,,
ORDX2889,868,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,Lamb Biryani,,,,,
ORDX2890,724,Plain Rice,Chicken Tikka Balti, ,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,,
ORDX2891,920,Plain Rice,Bhuna - Chicken,Special Fried Rice,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX2892,671,Bhuna - Chicken, ,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,
ORDX2893,682,Plain Rice,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Vindaloo - Prawn,,,
ORDX2894,1316,Bhuna - Chicken,Chicken Tikka Balti,Vindaloo - Prawn,,,,,,
ORDX2895,678,Plain Rice,Chicken Tikka Balti, ,Special Fried Rice,Korma - Lamb,,,,
ORDX2896,536,Bhuna - Chicken,Chicken Tikka Balti,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,
ORDX2897,620,Plain Rice, ,House white wine 75cl,Special Fried Rice,Curry,Vindaloo - Prawn,Korma - Lamb,,
ORDX2898,1055,House white wine 75cl,Lamb Biryani,Korma - Lamb,,,,,,
ORDX2899,464,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Curry,,,,
ORDX2900,977,Plain Rice,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,,
ORDX2901,599,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Curry,Vindaloo - Prawn,Korma - Lamb,,
ORDX2902,1325,Plain Rice,Special Fried Rice,Curry,,,,,,
ORDX2903,371,Plain Rice,House white wine 75cl,Special Fried Rice,Korma - Lamb,,,,,
ORDX2904,560,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,Curry,Lamb Biryani,Korma - Lamb,,,
ORDX2905,580,House white wine 75cl,Curry,Lamb Biryani,Korma - Lamb,,,,,
ORDX2906,1398,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,,,,
ORDX2907,1247,Chicken Tikka Balti,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,
ORDX2908,1211,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,
ORDX2909,1083,House white wine 75cl,Curry,Lamb Biryani,,,,,,
ORDX2910,360,Bhuna - Chicken,Chicken Tikka Balti,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,,,
ORDX2911,850,Lamb Biryani,Korma - Lamb,,,,,,,
ORDX2912,383,Chicken Tikka Balti,House white wine 75cl,Korma - Lamb,,,,,,
ORDX2913,502,Plain Rice,Chicken Tikka Balti, ,Special Fried Rice,Vindaloo - Prawn,,,,
ORDX2914,956,Chicken Tikka Balti, ,Special Fried Rice,,,,,,
ORDX2915,837,Plain Rice,Chicken Tikka Balti, ,House white wine 75cl,Curry,Lamb Biryani,Vindaloo - Prawn,,
ORDX2916,624,Plain Rice,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,
ORDX2917,547,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,Curry,Lamb Biryani,,,,
ORDX2918,355,Bhuna - Chicken,Special Fried Rice,Vindaloo - Prawn,,,,,,
ORDX2919,737,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,Lamb Biryani,Korma - Lamb,,,,
ORDX2920,1086,Chicken Tikka Balti,Special Fried Rice,Curry,Korma - Lamb,,,,,
ORDX2921,1020,Plain Rice,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,
ORDX2922,503,Plain Rice,House white wine 75cl,Special Fried Rice,Lamb Biryani,,,,,
ORDX2923,993,Bhuna - Chicken,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX2924,571,Plain Rice,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Curry,Vindaloo - Prawn,Korma - Lamb,,
ORDX2925,927, ,House white wine 75cl,Curry,Korma - Lamb,,,,,
ORDX2926,1292,Bhuna - Chicken,Chicken Tikka Balti, ,Lamb Biryani,Vindaloo - Prawn,,,,
ORDX2927,381,Bhuna - Chicken, ,House white wine 75cl,,,,,,
ORDX2928,1231,Plain Rice,Bhuna - Chicken,Lamb Biryani,,,,,,
ORDX2929,815,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Lamb Biryani,Korma - Lamb,
ORDX2930,1220,Plain Rice, ,Special Fried Rice,Korma - Lamb,,,,,
ORDX2931,550,Bhuna - Chicken,Special Fried Rice,Curry,Lamb Biryani,,,,,
ORDX2932,341,Plain Rice,Bhuna - Chicken, ,House white wine 75cl,Lamb Biryani,,,,
ORDX2933,1044,Plain Rice,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,,,,,
ORDX2934,449,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX2935,933,Chicken Tikka Balti,Korma - Lamb,,,,,,,
ORDX2936,458,Plain Rice,Bhuna - Chicken, ,House white wine 75cl,Lamb Biryani,Korma - Lamb,,,
ORDX2937,1392, ,House white wine 75cl,Korma - Lamb,,,,,,
ORDX2938,577,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Vindaloo - Prawn,,,,,
ORDX2939,556,Plain Rice,Chicken Tikka Balti, ,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,
ORDX2940,1126,Plain Rice, ,House white wine 75cl,Lamb Biryani,Korma - Lamb,,,,
ORDX2941,1367,Plain Rice,Chicken Tikka Balti,Curry,Lamb Biryani,Korma - Lamb,,,,
ORDX2942,1354,Plain Rice,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Vindaloo - Prawn,,,
ORDX2943,747,Plain Rice,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX2944,1247, ,Vindaloo - Prawn,Korma - Lamb,,,,,,
ORDX2945,770,Plain Rice,Chicken Tikka Balti,Korma - Lamb,,,,,,
ORDX2946,445,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Vindaloo - Prawn,Korma - Lamb,
ORDX2947,412,House white wine 75cl,Vindaloo - Prawn,,,,,,,
ORDX2948,1001,Bhuna - Chicken,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX2949,1374,Bhuna - Chicken,Chicken Tikka Balti,Special Fried Rice,Curry,Lamb Biryani,,,,
ORDX2950,552,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,,
ORDX2951,903, ,Special Fried Rice,Curry,,,,,,
ORDX2952,869,Bhuna - Chicken,Vindaloo - Prawn,Korma - Lamb,,,,,,
ORDX2953,962,Special Fried Rice,Curry,Lamb Biryani,,,,,,
ORDX2954,1229,Plain Rice, ,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,
ORDX2955,776,Chicken Tikka Balti, ,Special Fried Rice,Curry,Lamb Biryani,,,,
ORDX2956,1100,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Korma - Lamb,,,,
ORDX2957,1331,Plain Rice,Bhuna - Chicken, ,House white wine 75cl,Special Fried Rice,Lamb Biryani,,,
ORDX2958,716,Bhuna - Chicken, ,Curry,,,,,,
ORDX2959,604,Bhuna - Chicken, ,House white wine 75cl,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,,,
ORDX2960,1283,Chicken Tikka Balti,House white wine 75cl,Curry,Vindaloo - Prawn,,,,,
ORDX2961,1102,Bhuna - Chicken,Chicken Tikka Balti, ,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,,
ORDX2962,374,Plain Rice,Bhuna - Chicken, ,House white wine 75cl,Special Fried Rice,Korma - Lamb,,,
ORDX2963,1380,Chicken Tikka Balti, ,Special Fried Rice,,,,,,
ORDX2964,477,Plain Rice,Bhuna - Chicken, ,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,,
ORDX2965,1268,Bhuna - Chicken, ,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,,
ORDX2966,1175,Plain Rice,Special Fried Rice,Curry,,,,,,
ORDX2967,906,Plain Rice,Bhuna - Chicken,Special Fried Rice,Lamb Biryani,Korma - Lamb,,,,
ORDX2968,819,Plain Rice,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,
ORDX2969,1014, ,Curry,Vindaloo - Prawn,,,,,,
ORDX2970,1064, ,House white wine 75cl,Lamb Biryani,,,,,,
ORDX2971,1348,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,,,,,
ORDX2972,1168,Bhuna - Chicken, ,House white wine 75cl,Lamb Biryani,,,,,
ORDX2973,1104,Plain Rice,Chicken Tikka Balti, ,Lamb Biryani,Vindaloo - Prawn,,,,
ORDX2974,1043,Curry,Vindaloo - Prawn,,,,,,,
ORDX2975,539, ,House white wine 75cl,Special Fried Rice,,,,,,
ORDX2976,521,Curry,Korma - Lamb,,,,,,,
ORDX2977,1157,Plain Rice,Bhuna - Chicken,House white wine 75cl,Vindaloo - Prawn,,,,,
ORDX2978,465,Bhuna - Chicken,Special Fried Rice,,,,,,,
ORDX2979,1191,Plain Rice,Chicken Tikka Balti,Special Fried Rice,Curry,Vindaloo - Prawn,Korma - Lamb,,,
ORDX2980,1256,Bhuna - Chicken, ,Special Fried Rice,Korma - Lamb,,,,,
ORDX2981,977,Plain Rice, ,Curry,,,,,,
ORDX2982,834,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,Korma - Lamb,
ORDX2983,499,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Curry,Lamb Biryani,Vindaloo - Prawn,,
ORDX2984,1090,Plain Rice,Bhuna - Chicken, ,House white wine 75cl,Curry,Lamb Biryani,,,
ORDX2985,1116,Bhuna - Chicken,House white wine 75cl,Curry,Lamb Biryani,Korma - Lamb,,,,
ORDX2986,1326,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,,,,,,
ORDX2987,804,Chicken Tikka Balti,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,,,,,
ORDX2988,1286, ,House white wine 75cl,,,,,,,
ORDX2989,324,Bhuna - Chicken,Curry,Vindaloo - Prawn,Korma - Lamb,,,,,
ORDX2990,1088,Plain Rice,House white wine 75cl,Special Fried Rice,Curry,,,,,
ORDX2991,1296,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,
ORDX2992,820,Chicken Tikka Balti, ,Vindaloo - Prawn,,,,,,
ORDX2993,1241,House white wine 75cl,Curry,,,,,,,
ORDX2994,932,Bhuna - Chicken, ,House white wine 75cl,Curry,Lamb Biryani,,,,
ORDX2995,1171, ,House white wine 75cl,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX2996,1279,Plain Rice,Chicken Tikka Balti, ,House white wine 75cl,,,,,
ORDX2997,1387,Plain Rice, ,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX2998,410,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Curry,Korma - Lamb,,,,
ORDX2999,1379,Plain Rice,Lamb Biryani,Korma - Lamb,,,,,,
ORDX3000,1133,Plain Rice,Bhuna - Chicken, ,House white wine 75cl,Vindaloo - Prawn,Korma - Lamb,,,
ORDX3001,643,Chicken Tikka Balti, ,Vindaloo - Prawn,,,,,,
ORDX3002,584,House white wine 75cl,Special Fried Rice,Curry,Vindaloo - Prawn,,,,,
ORDX3003,549,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,,,
ORDX3004,884,Plain Rice,Bhuna - Chicken,House white wine 75cl,Curry,,,,,
ORDX3005,1233,Plain Rice,House white wine 75cl,Korma - Lamb,,,,,,
ORDX3006,992,Plain Rice,House white wine 75cl,Lamb Biryani,,,,,,
ORDX3007,337,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,Curry,Vindaloo - Prawn,Korma - Lamb,,,
ORDX3008,495,Bhuna - Chicken,Chicken Tikka Balti,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,,,,
ORDX3009,471,Plain Rice, ,Curry,Korma - Lamb,,,,,
ORDX3010,660, ,Vindaloo - Prawn,Korma - Lamb,,,,,,
ORDX3011,903, ,Korma - Lamb,,,,,,,
ORDX3012,504,Bhuna - Chicken, ,Special Fried Rice,Curry,,,,,
ORDX3013,1132,Chicken Tikka Balti,House white wine 75cl,Lamb Biryani,Vindaloo - Prawn,,,,,
ORDX3014,794,Plain Rice,Chicken Tikka Balti,Special Fried Rice,Vindaloo - Prawn,,,,,
ORDX3015,1161,Bhuna - Chicken,Chicken Tikka Balti,Korma - Lamb,,,,,,
ORDX3016,428,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,Curry,Lamb Biryani,,,,
ORDX3017,1300,Plain Rice,Chicken Tikka Balti,Lamb Biryani,Korma - Lamb,,,,,
ORDX3018,834,Chicken Tikka Balti,Lamb Biryani,,,,,,,
ORDX3019,501,Chicken Tikka Balti,Curry,Vindaloo - Prawn,Korma - Lamb,,,,,
ORDX3020,1347,Plain Rice,Bhuna - Chicken, ,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,,
ORDX3021,1059, ,House white wine 75cl,Lamb Biryani,Vindaloo - Prawn,,,,,
ORDX3022,1257,Plain Rice,Chicken Tikka Balti, ,Lamb Biryani,Korma - Lamb,,,,
ORDX3023,1169,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,,,,
ORDX3024,586,Plain Rice,Bhuna - Chicken, ,Special Fried Rice,Curry,Korma - Lamb,,,
ORDX3025,672,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,
ORDX3026,1071,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Vindaloo - Prawn,,,,,
ORDX3027,561,Plain Rice,Chicken Tikka Balti,Lamb Biryani,,,,,,
ORDX3028,1104,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,,,,
ORDX3029,419,Plain Rice,Chicken Tikka Balti, ,Vindaloo - Prawn,,,,,
ORDX3030,1221,Plain Rice, ,Lamb Biryani,,,,,,
ORDX3031,601,Plain Rice,Chicken Tikka Balti,Special Fried Rice,,,,,,
ORDX3032,1025,Plain Rice,Bhuna - Chicken,Special Fried Rice,Vindaloo - Prawn,,,,,
ORDX3033,945, ,House white wine 75cl,,,,,,,
ORDX3034,1055,Bhuna - Chicken, ,Lamb Biryani,Korma - Lamb,,,,,
ORDX3035,1011,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,
ORDX3036,810,Plain Rice,Chicken Tikka Balti,Special Fried Rice,Curry,,,,,
ORDX3037,609,Bhuna - Chicken,House white wine 75cl,Curry,Lamb Biryani,,,,,
ORDX3038,1150,Plain Rice, ,House white wine 75cl,Curry,Korma - Lamb,,,,
ORDX3039,901,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Vindaloo - Prawn,Korma - Lamb,,,
ORDX3040,504,Plain Rice,Bhuna - Chicken, ,House white wine 75cl,Lamb Biryani,,,,
ORDX3041,1043,Plain Rice,Bhuna - Chicken,Korma - Lamb,,,,,,
ORDX3042,994,Bhuna - Chicken,Korma - Lamb,,,,,,,
ORDX3043,1318,Plain Rice,Bhuna - Chicken, ,Curry,Lamb Biryani,Korma - Lamb,,,
ORDX3044,479,House white wine 75cl,Curry,Lamb Biryani,,,,,,
ORDX3045,898,Bhuna - Chicken, ,House white wine 75cl,Special Fried Rice,Vindaloo - Prawn,Korma - Lamb,,,
ORDX3046,861,Plain Rice, ,House white wine 75cl,Special Fried Rice,Vindaloo - Prawn,,,,
ORDX3047,516,Plain Rice,Chicken Tikka Balti, ,Curry,Lamb Biryani,Vindaloo - Prawn,,,
ORDX3048,1287,Plain Rice, ,Curry,Lamb Biryani,Korma - Lamb,,,,
ORDX3049,931,Chicken Tikka Balti,House white wine 75cl,Vindaloo - Prawn,,,,,,
ORDX3050,441,Plain Rice,Chicken Tikka Balti, ,Special Fried Rice,Curry,Lamb Biryani,Korma - Lamb,,
ORDX3051,1219,Plain Rice,House white wine 75cl,Special Fried Rice,,,,,,
ORDX3052,749,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Special Fried Rice,Curry,Vindaloo - Prawn,,
ORDX3053,1337, ,House white wine 75cl,Vindaloo - Prawn,Korma - Lamb,,,,,
ORDX3054,1067,House white wine 75cl,Korma - Lamb,,,,,,,
ORDX3055,1301,Chicken Tikka Balti,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX3056,633,Bhuna - Chicken,Chicken Tikka Balti, ,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,
ORDX3057,1359,Plain Rice,Chicken Tikka Balti,Special Fried Rice,Lamb Biryani,,,,,
ORDX3058,516,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Special Fried Rice,Vindaloo - Prawn,,,
ORDX3059,1393, ,Special Fried Rice,Korma - Lamb,,,,,,
ORDX3060,878,Plain Rice,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,Korma - Lamb,,,
ORDX3061,634,Bhuna - Chicken,Chicken Tikka Balti, ,Special Fried Rice,Curry,Korma - Lamb,,,
ORDX3062,1395,Plain Rice,Curry,,,,,,,
ORDX3063,1093,Plain Rice,Bhuna - Chicken, ,Special Fried Rice,Lamb Biryani,Korma - Lamb,,,
ORDX3064,1092,Plain Rice,Chicken Tikka Balti,House white wine 75cl,Lamb Biryani,Vindaloo - Prawn,,,,
ORDX3065,379,Bhuna - Chicken, ,House white wine 75cl,Curry,Lamb Biryani,Korma - Lamb,,,
ORDX3066,351,Plain Rice,Bhuna - Chicken, ,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX3067,536,Plain Rice, ,Special Fried Rice,Curry,Lamb Biryani,,,,
ORDX3068,854,Chicken Tikka Balti, ,House white wine 75cl,Lamb Biryani,Korma - Lamb,,,,
ORDX3069,1052,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,,,,,,
ORDX3070,701,Special Fried Rice,Lamb Biryani,,,,,,,
ORDX3071,828,House white wine 75cl,Curry,,,,,,,
ORDX3072,1338,Chicken Tikka Balti, ,Special Fried Rice,Curry,Vindaloo - Prawn,Korma - Lamb,,,
ORDX3073,686,Special Fried Rice,Curry,Lamb Biryani,,,,,,
ORDX3074,448,Chicken Tikka Balti, ,Curry,Lamb Biryani,,,,,
ORDX3075,1148,Plain Rice,Bhuna - Chicken,House white wine 75cl,Curry,Lamb Biryani,Vindaloo - Prawn,,,
ORDX3076,680,Chicken Tikka Balti, ,Vindaloo - Prawn,,,,,,
ORDX3077,685,Chicken Tikka Balti,Special Fried Rice,,,,,,,
ORDX3078,1005,Plain Rice,Chicken Tikka Balti,House white wine 75cl,Vindaloo - Prawn,,,,,
ORDX3079,725,Plain Rice,House white wine 75cl,Korma - Lamb,,,,,,
ORDX3080,1197,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Korma - Lamb,,,
ORDX3081,1003,Chicken Tikka Balti, ,Special Fried Rice,,,,,,
ORDX3082,817,Plain Rice,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,Curry,,,,
ORDX3083,496,Bhuna - Chicken,Chicken Tikka Balti, ,Curry,Korma - Lamb,,,,
ORDX3084,1007,Bhuna - Chicken,House white wine 75cl,Lamb Biryani,Vindaloo - Prawn,,,,,
ORDX3085,902,Bhuna - Chicken,Lamb Biryani,Korma - Lamb,,,,,,
ORDX3086,509,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX3087,728,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Korma - Lamb,,,,
ORDX3088,1315,Bhuna - Chicken,House white wine 75cl,Lamb Biryani,Vindaloo - Prawn,,,,,
ORDX3089,614,Plain Rice,Chicken Tikka Balti,Lamb Biryani,Vindaloo - Prawn,,,,,
ORDX3090,340,Bhuna - Chicken, ,Special Fried Rice,Vindaloo - Prawn,,,,,
ORDX3091,760, ,Special Fried Rice,Curry,Lamb Biryani,Korma - Lamb,,,,
ORDX3092,670,Chicken Tikka Balti,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,,,
ORDX3093,910,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Curry,,,,,
ORDX3094,1191,Curry,Lamb Biryani,,,,,,,
ORDX3095,591,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,,,,
ORDX3096,731,Plain Rice,House white wine 75cl,Special Fried Rice,,,,,,
ORDX3097,559,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Vindaloo - Prawn,Korma - Lamb,,,
ORDX3098,1275,House white wine 75cl,Special Fried Rice,Lamb Biryani,,,,,,
ORDX3099,828,Plain Rice,Chicken Tikka Balti, ,Curry,Lamb Biryani,,,,
ORDX3100,686,Bhuna - Chicken,Lamb Biryani,Korma - Lamb,,,,,,
ORDX3101,1209,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Lamb Biryani,Korma - Lamb,
ORDX3102,1231,Plain Rice,Bhuna - Chicken, ,House white wine 75cl,Vindaloo - Prawn,Korma - Lamb,,,
ORDX3103,410,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Special Fried Rice,Lamb Biryani,,,
ORDX3104,1237,Chicken Tikka Balti, ,House white wine 75cl,Curry,Korma - Lamb,,,,
ORDX3105,814,Chicken Tikka Balti, ,House white wine 75cl,Lamb Biryani,,,,,
ORDX3106,863,Plain Rice, ,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,
ORDX3107,729,Bhuna - Chicken,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX3108,746,Plain Rice,Bhuna - Chicken,Curry,Lamb Biryani,Korma - Lamb,,,,
ORDX3109,1053,Bhuna - Chicken, ,House white wine 75cl,Special Fried Rice,Curry,,,,
ORDX3110,587,Plain Rice,Bhuna - Chicken, ,Curry,Vindaloo - Prawn,Korma - Lamb,,,
ORDX3111,1149,Plain Rice,Chicken Tikka Balti,Special Fried Rice,Curry,Vindaloo - Prawn,Korma - Lamb,,,
ORDX3112,833,Bhuna - Chicken, ,Curry,Lamb Biryani,,,,,
ORDX3113,560,Plain Rice,Bhuna - Chicken,Special Fried Rice,Curry,Lamb Biryani,Korma - Lamb,,,
ORDX3114,1177,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Vindaloo - Prawn,Korma - Lamb,,
ORDX3115,459,Plain Rice,Chicken Tikka Balti,Special Fried Rice,Curry,Vindaloo - Prawn,,,,
